Unique UN Assigned ID	ACC/BCC/ASCC	Dictionary Entry Name	Definition	Object Class Term	Property Term Qualifier(s)	Property Term	Datatype Qualifier(s)	Representation Term	Qualified Data Type UID	Associated Object Class Term Qualifier(s)	Associated Object Class	Business Term(s)	Usage Rule(s)	Sequence Number	Occurrence Min	Occurrence Max	Version
UN00003229	ACC	Timing Constraint. Details	A restriction applied to the timing of an activity or event, such as the start or end date of a task within a schedule.	Timing Constraint													1.0
UN00003230	BCC	Timing Constraint. Limit. Date Time	A date time, date, time, or other date time value specifying a limit for this timing constraint.	Timing Constraint		Limit		Date Time						1	0	unbounded	1.0
UN00003231	BCC	Timing Constraint. Type. Code	A code specifying a type of timing constraint.	Timing Constraint		Type		Code						2	0	unbounded	1.0
UN00003581	ACC	Tool Attachment. Details	A supplementary part or accessory to a tool, such as a probe or hand grip.	Tool Attachment								SemiconductorTestDataNotification					1.0
UN00003582	BCC	Tool Attachment. Identification. Identifier	A unique identifier for this tool attachment.	Tool Attachment		Identification		Identifier						1	0	unbounded	1.0
UN00003583	BCC	Tool Attachment. Name. Text	A name for the tool attachment, expressed as text.	Tool Attachment		Name		Text						2	0	unbounded	1.0
UN00003584	BCC	Tool Attachment. Type. Text	A type of tool attachment, expressed as text.	Tool Attachment		Type		Text						3	0	unbounded	1.0
UN00003585	ASCC	Tool Attachment. Testing. Period	A period of testing for this tool attachment.	Tool Attachment		Testing					Period			1	0	unbounded	1.0
UN00003648	ACC	Total. Details	A summation obtained by a calculation or count.	Total								SalesReportNotification					1.0
UN00003649	BCC	Total. Product. Quantity	A number of products for this total.	Total		Product		Quantity						1	0	unbounded	1.0
UN00003650	BCC	Total. Type. Code	A code specifying the type of total.	Total		Type		Code						2	0	unbounded	1.0
UN00002086	ACC	Trade Agreement. Details	The contractual terms of a trade agreement.	Trade Agreement													1.0
UN00003103	BCC	Trade Agreement. Reference. Text	A reference, expressed as text, for this trade agreement.	Trade Agreement		Reference		Text						1	0	unbounded	1.0
UN00003104	BCC	Trade Agreement. Product Charge Free. Indicator	The indication of whether or not the product is free of charge in this trade agreement.	Trade Agreement		Product Charge Free		Indicator						2	0	1	1.0
UN00003246	BCC	Trade Agreement. Priority. Code	A code specifying a priority for this trade agreement.	Trade Agreement		Priority		Code						3	0	unbounded	1.0
UN00004480	BCC	Trade Agreement. Impact. Code	A code specifying the impact for this trade agreement.	Trade Agreement		Impact		Code				Mission Impact Statement Code		4	0	unbounded	1.0
UN00002087	ASCC	Trade Agreement. Seller. Party	The seller party for this trade agreement.	Trade Agreement		Seller					Party			1	0	1	1.0
UN00002088	ASCC	Trade Agreement. Buyer. Party	The buyer party for this trade agreement.	Trade Agreement		Buyer					Party			2	0	1	1.0
UN00002089	ASCC	Trade Agreement. Sales Agent. Party	The agent party representing the seller for this trade agreement.	Trade Agreement		Sales Agent					Party			3	0	1	1.0
UN00002090	ASCC	Trade Agreement. Buyer Bank. Party	The party that is the buyer's bank for this trade agreement.	Trade Agreement		Buyer Bank					Party			4	0	1	1.0
UN00002091	ASCC	Trade Agreement. Applicable. Delivery Terms	Terms of delivery applicable to this trade agreement.	Trade Agreement		Applicable					Delivery Terms			5	0	unbounded	1.1
UN00002092	ASCC	Trade Agreement. Applicable. Payment Terms	The payment terms applicable to this trade agreement.	Trade Agreement		Applicable					Payment Terms			6	0	1	1.0
UN00002093	ASCC	Trade Agreement. Applicable. Allowance Charge	An allowance or charge applicable to this trade agreement.	Trade Agreement		Applicable					Allowance Charge			7	0	unbounded	1.0
UN00003105	ASCC	Trade Agreement. Requisitioner. Party	A party acting as the requisitioner for this trade agreement.	Trade Agreement		Requisitioner					Party			8	0	unbounded	1.0
UN00003106	ASCC	Trade Agreement. Assigned Accountant. Party	A party assigned as an accountant by another party for this trade agreement.	Trade Agreement		Assigned Accountant					Party			9	0	unbounded	1.0
UN00003107	ASCC	Trade Agreement. Tax Representative. Party	A party acting as a tax representative for another party for this trade agreement.	Trade Agreement		Tax Representative					Party			10	0	unbounded	1.0
UN00003108	ASCC	Trade Agreement. Product End User. Party	A party acting as an end user for the traded products in this trade agreement.	Trade Agreement		Product End User					Party			11	0	unbounded	1.0
UN00003109	ASCC	Trade Agreement. Referenced. Document	A document referenced by this trade agreement.	Trade Agreement		Referenced					Document			12	0	unbounded	1.0
UN00003110	ASCC	Trade Agreement. Applicable. Forecast Terms	Forecast terms applicable to this trade agreement.	Trade Agreement		Applicable					Forecast Terms			13	0	unbounded	1.0
UN00003111	ASCC	Trade Agreement. Product. Price	A price applicable to the traded product in this trade agreement.	Trade Agreement		Product					Price			14	0	unbounded	1.0
UN00004481	ASCC	Trade Agreement. Administrative. Party	An administrative party for this trade agreement.	Trade Agreement		Administrative					Party			15	0	unbounded	1.0
UN00004482	ASCC	Trade Agreement. Buyer Agent. Party	An agent party representing the buyer for this trade agreement.	Trade Agreement		Buyer Agent					Party			16	0	unbounded	1.0
UN00004483	ASCC	Trade Agreement. Last Known. Party	A last known party for this trade agreement.	Trade Agreement		Last Known					Party			17	0	unbounded	1.0
UN00004484	ASCC	Trade Agreement. Administrative Agent. Party	An administrative agent party for this trade agreement.	Trade Agreement		Administrative Agent					Party			18	0	unbounded	1.0
UN00004485	ASCC	Trade Agreement. Property Clearance. Party	A property clearance party for this trade agreement.	Trade Agreement		Property Clearance					Party			19	0	unbounded	1.0
UN00004486	ASCC	Trade Agreement. Registration. Party	A registration party for this trade agreement.	Trade Agreement		Registration					Party			20	0	unbounded	1.0
UN00004487	ASCC	Trade Agreement. Specified. Project	A project specified for this trade agreement.	Trade Agreement		Specified					Project			21	0	unbounded	1.0
UN00002094	ACC	Trade Delivery. Details	The shipping arrangements and movement of products and or services including despatch and delivery.	Trade Delivery													1.0
UN00002095	BCC	Trade Delivery. Partial Delivery Allowed. Indicator	The indication of whether or not this trade delivery can be partially delivered.	Trade Delivery		Partial Delivery Allowed		Indicator						1	0	1	1.0
UN00003112	BCC	Trade Delivery. Final Delivery. Indicator	The indication of whether or not this trade delivery is the final delivery.	Trade Delivery		Final Delivery		Indicator						2	0	1	1.0
UN00003113	BCC	Trade Delivery. Requested. Quantity	A quantity requested for this trade delivery.	Trade Delivery		Requested		Quantity						3	0	unbounded	1.0
UN00003114	BCC	Trade Delivery. Agreed. Quantity	A quantity agreed upon for this trade delivery.	Trade Delivery		Agreed		Quantity						4	0	unbounded	1.1
UN00003115	BCC	Trade Delivery. Despatched. Quantity	A quantity despatched for this trade delivery.	Trade Delivery		Despatched		Quantity						5	0	unbounded	1.1
UN00003116	BCC	Trade Delivery. Received. Quantity	A quantity received for this trade delivery.	Trade Delivery		Received		Quantity						6	0	unbounded	1.1
UN00003117	BCC	Trade Delivery. Billed. Quantity	A quantity billed for this trade delivery.	Trade Delivery		Billed		Quantity						7	0	unbounded	1.1
UN00003118	BCC	Trade Delivery. Charge Free. Quantity	The quantity that is free of charge in this trade delivery.	Trade Delivery		Charge Free		Quantity						8	0	1	1.0
UN00003119	BCC	Trade Delivery. Package. Quantity	A quantity of packages in this trade delivery.	Trade Delivery		Package		Quantity						9	0	unbounded	1.1
UN00003120	BCC	Trade Delivery. Unit. Quantity	A quantity of units in this trade delivery.	Trade Delivery		Unit		Quantity						10	0	unbounded	1.0
UN00003121	BCC	Trade Delivery. Net Weight. Measure	The measure of the net weight (mass) of this trade delivery.	Trade Delivery		Net Weight		Measure						11	0	1	1.0
UN00003122	BCC	Trade Delivery. Gross Weight. Measure	The measure of the gross weight (mass) of this trade delivery.	Trade Delivery		Gross Weight		Measure						12	0	1	1.0
UN00003123	BCC	Trade Delivery. Theoretical Weight. Measure	The measure of the theoretical weight (mass) of this trade delivery.	Trade Delivery		Theoretical Weight		Measure						13	0	1	1.0
UN00003124	BCC	Trade Delivery. Net Volume. Measure	A measure of a net volume of this trade delivery.	Trade Delivery		Net Volume		Measure						14	0	unbounded	1.1
UN00003125	BCC	Trade Delivery. Gross Volume. Measure	A measure of a gross volume of this trade delivery.	Trade Delivery		Gross Volume		Measure						15	0	unbounded	1.1
UN00003232	BCC	Trade Delivery. Chargeable Weight. Measure	The measure of the chargeable weight for this trade delivery.	Trade Delivery		Chargeable Weight		Measure						16	0	1	1.0
UN00004488	BCC	Trade Delivery. Available. Quantity	An available quantity for this trade delivery.	Trade Delivery		Available		Quantity				Quantity On Hand		17	0	unbounded	1.0
UN00004489	BCC	Trade Delivery. Forecasted. Quantity	A forecasted quantity for this trade delivery.	Trade Delivery		Forecasted		Quantity				Quantity Demand Orders		18	0	unbounded	1.0
UN00004490	BCC	Trade Delivery. Rejected. Quantity	A rejected quantity for this trade delivery.	Trade Delivery		Rejected		Quantity				Quantity Disapproved		19	0	unbounded	1.0
UN00004491	BCC	Trade Delivery. Returned. Quantity	A returned quantity for this trade delivery.	Trade Delivery		Returned		Quantity				Type Of Bill Code		20	0	unbounded	1.0
UN00004492	BCC	Trade Delivery. Order. Quantity	An order quantity for this trade delivery.	Trade Delivery		Order		Quantity						21	0	unbounded	1.0
UN00002096	ASCC	Trade Delivery. Despatch. Event	A despatch event for this trade delivery.	Trade Delivery		Despatch					Event			1	0	unbounded	1.0
UN00002931	ASCC	Trade Delivery. Inspection. Event	An inspection event for this trade delivery.	Trade Delivery		Inspection					Event			2	0	unbounded	1.0
UN00002932	ASCC	Trade Delivery. Acceptance. Event	An acceptance event for this trade delivery.	Trade Delivery		Acceptance					Event			3	0	unbounded	1.0
UN00003126	ASCC	Trade Delivery. Pick-Up. Event	A pick-up event for this trade delivery.	Trade Delivery		Pick-Up					Event			4	0	unbounded	1.0
UN00003127	ASCC	Trade Delivery. Release. Event	A release event for this trade delivery.	Trade Delivery		Release					Event			5	0	unbounded	1.0
UN00003128	ASCC	Trade Delivery. Delivery. Event	A delivery event for this trade delivery.	Trade Delivery		Delivery					Event			6	0	unbounded	1.0
UN00003129	ASCC	Trade Delivery. Receipt. Event	A receipt event for this trade delivery.	Trade Delivery		Receipt					Event			7	0	unbounded	1.0
UN00003130	ASCC	Trade Delivery. Loading. Event	A loading event for this trade delivery.	Trade Delivery		Loading					Event			8	0	unbounded	1.0
UN00003131	ASCC	Trade Delivery. Unloading. Event	An unloading event for this trade delivery.	Trade Delivery		Unloading					Event			9	0	unbounded	1.0
UN00003132	ASCC	Trade Delivery. Referenced. Document	A document referenced by this trade delivery.	Trade Delivery		Referenced					Document			10	0	unbounded	1.0
UN00003133	ASCC	Trade Delivery. Available. Inventory	Inventory available for this trade delivery.	Trade Delivery		Available					Inventory			11	0	unbounded	1.0
UN00003134	ASCC	Trade Delivery. Projected. Supply Plan	A supply plan projected for this trade delivery.	Trade Delivery		Projected					Supply Plan			12	0	unbounded	1.0
UN00003135	ASCC	Trade Delivery. Specified. Adjustment	An adjustment specified for this trade delivery.	Trade Delivery		Specified					Adjustment			13	0	unbounded	1.0
UN00003136	ASCC	Trade Delivery. Utilized. Transport Equipment	A piece of transport equipment utilized for this trade delivery.	Trade Delivery		Utilized					Transport Equipment			14	0	unbounded	1.0
UN00003137	ASCC	Trade Delivery. Included. Packaging	Packaging included in this trade delivery.	Trade Delivery		Included					Packaging			15	0	unbounded	1.0
UN00003138	ASCC	Trade Delivery. Related. Consignment	A consignment related to this trade delivery.	Trade Delivery		Related					Consignment			16	0	unbounded	1.0
UN00003139	ASCC	Trade Delivery. Ship From. Party	A party acting as the ship from for this trade delivery.	Trade Delivery		Ship From					Party			17	0	unbounded	1.0
UN00003140	ASCC	Trade Delivery. Ship To. Party	A party acting as the ship to for this trade delivery.	Trade Delivery		Ship To					Party			18	0	unbounded	1.0
UN00003141	ASCC	Trade Delivery. Final Destination. Country	The country of final destination for this trade delivery.	Trade Delivery		Final Destination					Country			19	0	1	1.0
UN00003142	ASCC	Trade Delivery. Delivery. Instructions	Delivery instructions for this trade delivery.	Trade Delivery		Delivery					Instructions			20	0	unbounded	1.0
UN00003143	ASCC	Trade Delivery. Handling. Instructions	Handling instructions for this trade delivery.	Trade Delivery		Handling					Instructions			21	0	unbounded	1.0
UN00003144	ASCC	Trade Delivery. Specified. Regulated Goods	Regulated goods specified for this trade delivery.	Trade Delivery		Specified					Regulated Goods			22	0	unbounded	1.0
UN00003185	ASCC	Trade Delivery. Specified. Transport Movement	A transport movement specified for this trade delivery.	Trade Delivery		Specified					Transport Movement			23	0	unbounded	1.0
UN00003199	ASCC	Trade Delivery. Packaging. Instructions	Packaging Instructions for this trade delivery.	Trade Delivery		Packaging					Instructions			24	0	unbounded	1.0
UN00004493	ASCC	Trade Delivery. Disposal. Party	A disposal party for this trade delivery.	Trade Delivery		Disposal					Party			25	0	unbounded	1.0
UN00004494	ASCC	Trade Delivery. Ownership From. Party	A party from whom ownership is transferred for this trade delivery.	Trade Delivery		Ownership From					Party			26	0	unbounded	1.0
UN00004495	ASCC	Trade Delivery. Ownership To. Party	A party to whom ownership is transferred for this trade delivery.	Trade Delivery		Ownership To					Party			27	0	unbounded	1.0
UN00004496	ASCC	Trade Delivery. Inventory Manager. Party	An inventory manager party for this trade delivery.	Trade Delivery		Inventory Manager					Party			28	0	unbounded	1.0
UN00004497	ASCC	Trade Delivery. Planned. Event	An event planned for this trade delivery.	Trade Delivery		Planned					Event			29	0	unbounded	1.0
UN00004498	ASCC	Trade Delivery. Specified. Supply Plan	A supply plan specified for this trade delivery.	Trade Delivery		Specified					Supply Plan			30	0	unbounded	1.0
UN00004508	ASCC	Trade Delivery. Logistics Service Provider. Party	A party providing logistics service for this trade delivery.	Trade Delivery		Logistics Service Provider					Party			31	0	unbounded	1.0
UN00001308	ACC	Trade Line Item. Details	A collection of information specific to an item being used or reported on for trade purposes.	Trade Line Item													1.1
UN00001309	BCC	Trade Line Item. Identification. Identifier	A unique identifier for this trade line item.	Trade Line Item		Identification		Identifier						1	0	unbounded	1.0
UN00001928	BCC	Trade Line Item. Sequence. Numeric	A sequence number for this trade line item.	Trade Line Item		Sequence		Numeric						2	0	unbounded	1.0
UN00001929	BCC	Trade Line Item. Seller Assigned. Identifier	The unique identifier for this trade line item as assigned by the seller.	Trade Line Item		Seller Assigned		Identifier						3	0	1	1.0
UN00001930	BCC	Trade Line Item. Buyer Assigned. Identifier	The unique identifier for this trade line item as assigned by the buyer.	Trade Line Item		Buyer Assigned		Identifier						4	0	1	1.0
UN00001932	BCC	Trade Line Item. Description. Text	A textual description of this trade line item.	Trade Line Item		Description		Text						5	0	unbounded	1.0
UN00001933	BCC	Trade Line Item. Production Batch. Identifier	A unique production batch identifier for this trade line item.	Trade Line Item		Production Batch		Identifier						6	0	unbounded	1.0
UN00001934	BCC	Trade Line Item. Product Model. Identifier	A unique product model identifier for this trade line item.	Trade Line Item		Product Model		Identifier						7	0	unbounded	1.0
UN00001935	BCC	Trade Line Item. Type. Code	A code specifying a type of trade line item.	Trade Line Item		Type		Code						8	0	unbounded	1.0
UN00001936	BCC	Trade Line Item. Type Extension. Code	A code used as an extension to the type code for further specifying a type of trade line item.	Trade Line Item		Type Extension		Code						9	0	unbounded	1.0
UN00001937	BCC	Trade Line Item. Gross Weight. Measure	A measure of the gross weight (mass) of this trade line item which includes packaging but which excludes any associated transport equipment.	Trade Line Item		Gross Weight		Measure						10	0	unbounded	1.0
UN00001938	BCC	Trade Line Item. Net Weight. Measure	A measure of the net weight (mass) of this trade line item which excludes all packaging.	Trade Line Item		Net Weight		Measure						11	0	unbounded	1.0
UN00001939	BCC	Trade Line Item. Gross Volume. Measure	A measure of the gross volume of this trade line item.	Trade Line Item		Gross Volume		Measure				Cube		12	0	unbounded	1.0
UN00001940	BCC	Trade Line Item. Charge Free. Indicator	The indication of whether or not this trade line item is free of charge.	Trade Line Item		Charge Free		Indicator						13	0	1	1.0
UN00001941	BCC	Trade Line Item. Charge. Amount	A monetary value of a charge for this trade line item.	Trade Line Item		Charge		Amount						14	0	unbounded	1.0
UN00001942	BCC	Trade Line Item. Invoice. Amount	A monetary value of an invoice for this trade line item.	Trade Line Item		Invoice		Amount						15	0	unbounded	1.0
UN00001943	BCC	Trade Line Item. Chargeable Unit. Quantity	A number of chargeable units for this trade line item.	Trade Line Item		Chargeable Unit		Quantity						16	0	unbounded	1.0
UN00001944	BCC	Trade Line Item. Chargeable Weight. Measure	A measure of a chargeable weight for this trade line item.	Trade Line Item		Chargeable Weight		Measure						17	0	unbounded	1.0
UN00001945	BCC	Trade Line Item. Information. Text	Information, expressed as text, for this trade line item.	Trade Line Item		Information		Text						18	0	unbounded	1.0
UN00001946	BCC	Trade Line Item. Net Volume. Measure	A measure of the net volume for this trade line item.	Trade Line Item		Net Volume		Measure						19	0	unbounded	1.0
UN00002740	BCC	Trade Line Item. Name. Text	A name, expressed as text, for this trade line item.	Trade Line Item		Name		Text						20	0	unbounded	1.0
UN00002741	BCC	Trade Line Item. Use. Text	A use, expressed as text, for this trade line item.	Trade Line Item		Use		Text						21	0	unbounded	1.0
UN00002742	BCC	Trade Line Item. Expiry. Date Time	A date, time, date time or other date time value of expiry up to which this trade line item is fit for purpose.	Trade Line Item		Expiry		Date Time				Expiry, Expiration, Use End, Use By		22	0	unbounded	1.0
UN00001310	ASCC	Trade Line Item. Shipment. Party	A party for a shipment in this trade line item.	Trade Line Item		Shipment					Party			1	0	unbounded	1.0
UN00001311	ASCC	Trade Line Item. Product. Party	A party for the product in this trade line item.	Trade Line Item		Product					Party			2	0	unbounded	1.0
UN00001312	ASCC	Trade Line Item. Production. Country	A country of production for this trade line item.	Trade Line Item		Production					Country			3	0	unbounded	1.0
UN00001313	ASCC	Trade Line Item. Specified. Delivery	A delivery specified for this trade line item.	Trade Line Item		Specified					Delivery			4	0	unbounded	1.0
UN00001314	ASCC	Trade Line Item. Supplied. Identity	An identity supplied for this trade line item.	Trade Line Item		Supplied					Identity			5	0	unbounded	1.0
UN00001315	ASCC	Trade Line Item. Extended. Price	A price extended for this trade line item.	Trade Line Item		Extended					Price			6	0	unbounded	1.0
UN00001316	ASCC	Trade Line Item. Actual. Monetary Summation	An actual monetary summation for this trade line item.	Trade Line Item		Actual					Monetary Summation			7	0	unbounded	1.1
UN00001317	ASCC	Trade Line Item. Total. Tax	A total tax for this trade line item.	Trade Line Item		Total					Tax			8	0	unbounded	1.0
UN00001318	ASCC	Trade Line Item. Account. Accounting Account	An accounting account for this trade line item.	Trade Line Item		Account					Accounting Account			9	0	unbounded	1.0
UN00001319	ASCC	Trade Line Item. Additional Information. Note	A note of additional information for this trade line item.	Trade Line Item		Additional Information					Note			10	0	unbounded	1.0
UN00001320	ASCC	Trade Line Item. Reference. Document	A document that is referenced in this trade line item.	Trade Line Item		Reference					Document			11	0	unbounded	1.0
UN00001321	ASCC	Trade Line Item. Shipment. Transport Means	A means of transport of a shipment in this trade line item.	Trade Line Item		Shipment					Transport Means			12	0	unbounded	1.0
UN00001322	ASCC	Trade Line Item. Shipment. Transport Mode	A mode of transport of a shipment in this trade line item.	Trade Line Item		Shipment					Transport Mode			13	0	unbounded	1.0
UN00001947	ASCC	Trade Line Item. Unit. Price	The unit price details for this trade line item.	Trade Line Item		Unit					Price			14	0	1	1.0
UN00001948	ASCC	Trade Line Item. Applicable. Allowance Charge	An allowance or charge applicable for this trade line item.	Trade Line Item		Applicable					Allowance Charge			15	0	unbounded	1.0
UN00001949	ASCC	Trade Line Item. Payable. Tax	A tax, levy or duty payable for this trade line item.	Trade Line Item		Payable					Tax			16	0	unbounded	1.0
UN00001950	ASCC	Trade Line Item. Applicable. Currency Exchange	A currency exchange applicable to this trade line item.	Trade Line Item		Applicable					Currency Exchange			17	0	unbounded	1.0
UN00001951	ASCC	Trade Line Item. Physical. Package	A physical package for this trade line item.	Trade Line Item		Physical					Package			18	0	unbounded	1.0
UN00001952	ASCC	Trade Line Item. Applicable. Dangerous Goods	Dangerous goods details applicable to this trade line item.	Trade Line Item		Applicable					Dangerous Goods			19	0	unbounded	1.0
UN00001953	ASCC	Trade Line Item. Origin. Country	An origin country for this trade line item.	Trade Line Item		Origin					Country			20	0	unbounded	1.0
UN00001954	ASCC	Trade Line Item. Manufacturer. Party	A party who manufactures this trade line item.	Trade Line Item		Manufacturer					Party			21	0	unbounded	1.0
UN00001955	ASCC	Trade Line Item. Included Within. Consignment Item	The consignment item within which this trade line item is included.	Trade Line Item		Included Within					Consignment Item			22	0	1	1.0
UN00001956	ASCC	Trade Line Item. Subordinate. Trade Line Item	A trade line item subordinate to this trade line item, such as a reference link to a contained order item within a packing item.	Trade Line Item		Subordinate					Trade Line Item			23	0	unbounded	1.0
UN00001957	ASCC	Trade Line Item. Associated. Document	A document associated with this trade line item such as an order, packing list or despatch advice.	Trade Line Item		Associated					Document			24	0	unbounded	1.0
UN00001958	ASCC	Trade Line Item. Origin. Location	An origin location for this trade line item.	Trade Line Item		Origin					Location			25	0	unbounded	1.0
UN00002744	ASCC	Trade Line Item. Applicable. Classification	A classification applicable to this trade line item.	Trade Line Item		Applicable					Classification			26	0	unbounded	1.0
UN00002745	ASCC	Trade Line Item. Associated. Transport Equipment	Transport equipment associated with this trade line item.	Trade Line Item		Associated					Transport Equipment			27	0	unbounded	1.0
UN00002746	ASCC	Trade Line Item. Origin. Country Sub-Division	A country sub-division from which this trade line item originates.	Trade Line Item		Origin					Country Sub-Division			28	0	unbounded	1.0
UN00002747	ASCC	Trade Line Item. Applied. Process	A process applied to this trade line item, such as manufacturing or storage.	Trade Line Item		Applied					Process			29	0	unbounded	1.0
UN00002748	ASCC	Trade Line Item. Asserted. Authentication	An authentication asserted for this trade line item.	Trade Line Item		Asserted					Authentication			30	0	unbounded	1.0
UN00003213	ASCC	Trade Line Item. Specified. Trade Agreement	The trade agreement specified for this trade line item.	Trade Line Item		Specified					Trade Agreement			31	0	1	1.0
UN00003214	ASCC	Trade Line Item. Specified. Trade Delivery	The trade delivery specified for this trade line item.	Trade Line Item		Specified					Trade Delivery			32	0	1	1.0
UN00003215	ASCC	Trade Line Item. Specified. Trade Settlement	The trade settlement specified for this trade line item.	Trade Line Item		Specified					Trade Settlement			33	0	1	1.0
UN00003216	ASCC	Trade Line Item. Specified. Product	The product specified for this trade line item.	Trade Line Item		Specified					Product			34	0	1	1.0
UN00002693	ACC	Trade Settlement. Details	The information that enables the reconciliation of a financial transaction with the item(s) that the financial transaction is intended to settle, for example a commercial invoice.	Trade Settlement													1.0
UN00002694	BCC	Trade Settlement. Description. Text	A textual description of this trade settlement.	Trade Settlement		Description		Text						1	0	unbounded	1.0
UN00002695	BCC	Trade Settlement. Due Payable. Amount	A monetary value that is an exact amount due and payable for this trade settlement, such as the amount due to the creditor.	Trade Settlement		Due Payable		Amount						2	0	unbounded	1.1
UN00002696	BCC	Trade Settlement. Discount. Amount	A monetary value that is the discount for this trade settlement, such as from the application of an agreed discount to the amount due.	Trade Settlement		Discount		Amount						3	0	unbounded	1.0
UN00002697	BCC	Trade Settlement. Payment. Amount	A monetary value of this trade settlement payment.	Trade Settlement		Payment		Amount						4	0	unbounded	1.0
UN00002698	BCC	Trade Settlement. Credit Note. Amount	The monetary value of the credit note for this trade settlement.	Trade Settlement		Credit Note		Amount						5	0	1	1.0
UN00002699	BCC	Trade Settlement. Total Tax. Amount	A monetary value of a total amount resulting from the application, at the appropriate rate, of any tax, duty or levy on this trade settlement, such as the amount of Value Added Tax (VAT).	Trade Settlement		Total Tax		Amount						6	0	unbounded	1.0
UN00002700	BCC	Trade Settlement. Creditor Reference Type. Code	A code specifying a type of creditor reference for this trade settlement.	Trade Settlement		Creditor Reference Type		Code						7	0	unbounded	1.1
UN00002701	BCC	Trade Settlement. Creditor Reference Type. Text	A type of creditor reference, expressed as text, for this trade settlement.	Trade Settlement		Creditor Reference Type		Text						8	0	unbounded	1.1
UN00002702	BCC	Trade Settlement. Creditor Reference Issuer. Identifier	An identifier of the issuer of the creditor reference for this trade settlement.	Trade Settlement		Creditor Reference Issuer		Identifier						9	0	unbounded	1.1
UN00002703	BCC	Trade Settlement. Creditor Reference. Identifier	A unique identifier of a creditor reference for this trade settlement, such as a specific identifier assigned by the creditor to reference the financial transaction.	Trade Settlement		Creditor Reference		Identifier					If available, the initiating party should provide this reference in the structured remittance information, to enable reconciliation by the creditor upon receipt of the cash. If the business context requires the use of a creditor reference or a payment remit identification, and only one identifier can be passed through the end-to-end chain, the creditor's reference or payment remittance identification should be quoted in the end-to-end transaction identification.	10	0	unbounded	1.1
UN00002767	BCC	Trade Settlement. Tax Point. Date Time	The date, time, date time, or other date time value of the tax point when taxes are, or will be, applicable.	Trade Settlement		Tax Point		Date Time						11	0	1	1.0
UN00002097	BCC	Trade Settlement. Total Invoice. Amount	A monetary value of the total invoice on which this trade settlement is calculated.	Trade Settlement		Total Invoice		Amount				TDED 5214		12	0	unbounded	1.0
UN00002101	BCC	Trade Settlement. Delivery Charge. Amount	A monetary value of a delivery charge for this trade settlement.	Trade Settlement		Delivery Charge		Amount						13	0	unbounded	1.0
UN00003168	BCC	Trade Settlement. Payment Reference. Text	A payment reference, expressed as text, for this trade settlement.	Trade Settlement		Payment Reference		Text						14	0	unbounded	1.0
UN00004499	BCC	Trade Settlement. Payment. Date Time	A date, time, date time, or other date time value for a payment of the trade settlement.	Trade Settlement		Payment		Date Time				Date Of Advance		15	0	unbounded	1.0
UN00004500	BCC	Trade Settlement. Discount. Indicator	An indication of whether or not this trade settlement has a discount.	Trade Settlement		Discount		Indicator				Cash Discount Stipulation Code		16	0	unbounded	1.0
UN00004501	BCC	Trade Settlement. Adjustment. Amount	A monetary value of an adjustment for this trade settlement.	Trade Settlement		Adjustment		Amount				Monetary Amount - Total Invoice Adjustment Requested		17	0	unbounded	1.0
UN00004510	BCC	Trade Settlement. Currency. Code	A code specifying a currency for this trade settlement.	Trade Settlement		Currency		Code						18	0	unbounded	1.0
UN00002704	ASCC	Trade Settlement. Invoicer. Party	The party issuing the invoice for this trade settlement.	Trade Settlement		Invoicer					Party			1	0	1	1.0
UN00002705	ASCC	Trade Settlement. Invoicee. Party	The party to whom an invoice is issued for this trade settlement.	Trade Settlement		Invoicee					Party			2	0	1	1.0
UN00002706	ASCC	Trade Settlement. Referenced. Document	A document referenced by this trade settlement.	Trade Settlement		Referenced					Document			3	0	unbounded	1.0
UN00002103	ASCC	Trade Settlement. Applicable. Currency Exchange	A currency exchange applicable to this trade settlement.	Trade Settlement		Applicable					Currency Exchange			4	0	unbounded	1.0
UN00002104	ASCC	Trade Settlement. Specified. Payment Means	A payment means specified for this trade settlement.	Trade Settlement		Specified					Payment Means			5	0	unbounded	1.0
UN00003167	ASCC	Trade Settlement. Specified. Monetary Summation	A monetary summation specified for this trade settlement.	Trade Settlement		Specified					Monetary Summation			6	0	unbounded	1.0
UN00003169	ASCC	Trade Settlement. Payee. Party	A party acting as the payee for this trade settlement.	Trade Settlement		Payee					Party			7	0	unbounded	1.0
UN00003170	ASCC	Trade Settlement. Payer. Party	A party acting as the payer for this trade settlement.	Trade Settlement		Payer					Party			8	0	unbounded	1.0
UN00003171	ASCC	Trade Settlement. Billing. Period	A billing period for this trade settlement.	Trade Settlement		Billing					Period			9	0	unbounded	1.0
UN00003172	ASCC	Trade Settlement. Specified. Allowance Charge	An allowance or charge specified for this trade settlement.	Trade Settlement		Specified					Allowance Charge			10	0	unbounded	1.0
UN00003173	ASCC	Trade Settlement. Specified. Service Charge	A service charge specified for this trade settlement.	Trade Settlement		Specified					Service Charge			11	0	unbounded	1.0
UN00003174	ASCC	Trade Settlement. Applicable. Tax	A tax applicable for this trade settlement.	Trade Settlement		Applicable					Tax			12	0	unbounded	1.0
UN00003175	ASCC	Trade Settlement. Calculated. Tax	A tax calculated for this trade settlement.	Trade Settlement		Calculated					Tax			13	0	unbounded	1.0
